Language,Task,Assistant,Strategy,Likert
English,A,B,Strat2,1
English,A,B,Strat2,5
English,A,B,Strat2,3
English,A,B,Strat2,4
English,A,B,Strat2,1
English,A,B,Strat2,4
English,A,B,Strat2,2
English,A,B,Strat2,3
English,A,B,Strat2,5
English,A,B,Strat2,2
English,A,B,Strat2,2
English,A,B,Strat2,1
English,A,B,Strat2,1
English,A,B,Strat2,4
English,A,A,Strat3,2
English,A,A,Strat3,2
English,A,A,Strat3,2
English,A,A,Strat3,5
English,A,A,Strat3,5
English,A,A,Strat3,4
English,A,A,Strat3,5
English,A,A,Strat3,5
English,A,A,Strat3,4
English,A,A,Strat3,3
English,A,A,Strat3,5
English,A,A,Strat3,5
English,A,A,Strat3,4
English,A,A,Strat3,4
English,A,A,Strat3,4
English,A,A,Strat3,2
English,A,A,Strat3,4
English,A,A,Strat3,5
English,A,A,Strat3,4
English,A,A,Strat3,2
English,A,A,Strat3,5
English,A,A,Strat3,2
English,A,A,Strat3,4
English,A,A,Strat3,5
English,A,A,Strat3,5
English,A,A,Strat3,5
English,A,A,Strat3,1
English,A,A,Strat3,1
English,A,A,Strat3,4
English,A,A,Strat3,2
English,A,A,Strat3,1
English,A,A,Strat3,4
English,A,A,Strat3,4
English,A,A,Strat3,2
English,A,A,Strat3,2
English,A,A,Strat3,4
English,A,A,Strat3,4
English,A,A,Strat3,3
English,A,A,Strat3,5
English,A,A,Strat3,4
English,A,A,Strat3,3
English,A,A,Strat3,5
English,A,A,Strat3,2
English,A,A,Strat3,4
English,A,A,Strat3,4
English,A,A,Strat3,5
English,A,A,Strat3,4
English,A,A,Strat3,1
English,A,A,Strat3,1
English,A,A,Strat3,4
English,A,B,Strat3,2
English,A,B,Strat3,5
English,A,B,Strat3,4
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,B,Strat3,4
English,A,B,Strat3,4
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,B,Strat3,4
English,A,B,Strat3,4
English,A,B,Strat3,5
English,A,B,Strat3,4
English,A,B,Strat3,4
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,B,Strat3,3
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,B,Strat3,2
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,B,Strat3,2
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,B,Strat3,3
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,B,Strat3,3
English,A,B,Strat3,2
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,B,Strat3,4
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,B,Strat3,4
English,A,B,Strat3,4
English,A,B,Strat3,2
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,B,Strat3,5
English,A,A,Strat4,2
English,A,A,Strat4,2
English,A,A,Strat4,4
English,A,A,Strat4,4
English,A,A,Strat4,4
English,A,A,Strat4,3
English,A,A,Strat4,4
English,A,A,Strat4,5
English,A,A,Strat4,1
English,A,A,Strat4,3
English,A,A,Strat4,2
English,A,A,Strat4,4
English,A,A,Strat4,2
English,A,A,Strat4,1
English,A,A,Strat4,2
English,A,A,Strat4,4
English,A,A,Strat4,4
English,A,A,Strat4,2
English,A,A,Strat4,4
English,A,A,Strat4,4
English,A,A,Strat4,2
English,A,A,Strat4,1
English,A,A,Strat4,2
English,A,A,Strat4,3
English,A,A,Strat4,2
English,A,A,Strat4,3
English,A,A,Strat4,2
English,A,A,Strat4,1
English,A,A,Strat4,3
English,A,A,Strat4,4
English,A,A,Strat4,2
English,A,A,Strat4,4
English,A,A,Strat4,4
English,A,A,Strat4,4
English,A,A,Strat4,2
English,A,A,Strat4,4
English,A,A,Strat4,2
English,A,A,Strat4,3
English,A,A,Strat4,5
English,A,A,Strat4,2
English,A,A,Strat4,1
English,A,A,Strat4,4
English,A,A,Strat4,5
English,A,A,Strat4,3
English,A,A,Strat4,5
English,A,A,Strat4,4
English,A,A,Strat4,2
English,A,A,Strat4,1
English,A,A,Strat4,1
English,A,A,Strat4,4
English,A,B,Strat4,2
English,A,B,Strat4,2
English,A,B,Strat4,5
English,A,B,Strat4,5
English,A,B,Strat4,5
English,A,B,Strat4,3
English,A,B,Strat4,5
English,A,B,Strat4,1
English,A,B,Strat4,2
English,A,B,Strat4,5
English,A,B,Strat4,1
English,A,B,Strat4,5
English,A,B,Strat4,2
English,A,B,Strat4,2
English,A,B,Strat4,2
English,A,B,Strat4,4
English,A,B,Strat4,2
English,A,B,Strat4,3
English,A,B,Strat4,4
English,A,B,Strat4,1
English,A,B,Strat4,5
English,A,B,Strat4,1
English,A,B,Strat4,2
English,A,B,Strat4,2
English,A,B,Strat4,3
English,A,B,Strat4,2
English,A,B,Strat4,4
English,A,B,Strat4,1
English,A,B,Strat4,2
English,A,B,Strat4,2
English,A,B,Strat4,3
English,A,B,Strat4,5
English,A,B,Strat4,5
English,A,B,Strat4,5
English,A,B,Strat4,1
English,A,B,Strat4,1
English,A,B,Strat4,2
English,A,B,Strat4,5
English,A,B,Strat4,5
English,A,B,Strat4,2
English,A,B,Strat4,4
English,A,B,Strat4,2
English,A,B,Strat4,1
English,A,B,Strat4,3
English,A,B,Strat4,5
English,A,B,Strat4,2
English,A,B,Strat4,4
English,A,B,Strat4,1
English,A,B,Strat4,4
English,A,B,Strat4,1
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,4
English,A,A,Strat5,4
English,A,A,Strat5,5
English,A,A,Strat5,3
English,A,A,Strat5,5
English,A,A,Strat5,4
English,A,A,Strat5,4
English,A,A,Strat5,5
English,A,A,Strat5,2
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,2
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,1
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,2
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,2
English,A,A,Strat5,4
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,4
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,4
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,5
English,A,A,Strat5,2
English,A,A,Strat5,4
English,A,B,Strat5,4
English,A,B,Strat5,4
English,A,B,Strat5,5
English,A,B,Strat5,5
English,A,B,Strat5,5
English,A,B,Strat5,5
English,A,B,Strat5,3
English,A,B,Strat5,5
English,A,B,Strat5,5
English,A,B,Strat5,5
English,A,B,Strat5,1
English,A,B,Strat5,5
English,A,B,Strat5,4
English,A,B,Strat5,4
English,A,B,Strat5,4
English,A,B,Strat5,5
English,A,B,Strat5,4
English,A,B,Strat5,2
English,A,B,Strat5,5
English,A,B,Strat5,4
English,A,B,Strat5,5
English,A,B,Strat5,4
English,A,B,Strat5,1
English,A,B,Strat5,4
English,A,B,Strat5,5
English,A,B,Strat5,5
English,A,B,Strat5,5
English,A,B,Strat5,4
English,A,B,Strat5,3
English,A,B,Strat5,5
English,A,B,Strat5,5
English,A,B,Strat5,4
English,A,B,Strat5,5
English,A,B,Strat5,5
English,A,B,Strat5,4
English,A,B,Strat5,4
English,A,B,Strat5,1
English,A,B,Strat5,5
English,A,B,Strat5,2
English,A,B,Strat5,3
English,A,B,Strat5,4
English,A,B,Strat5,5
English,A,B,Strat5,5
English,A,B,Strat5,4
English,A,B,Strat5,5
English,A,B,Strat5,5
English,A,B,Strat5,4
English,A,B,Strat5,5
English,A,B,Strat5,5
English,A,B,Strat5,1
English,A,A,Strat6,2
English,A,A,Strat6,3
English,A,A,Strat6,4
English,A,A,Strat6,3
English,A,A,Strat6,4
English,A,A,Strat6,3
English,A,A,Strat6,4
English,A,A,Strat6,5
English,A,A,Strat6,2
English,A,A,Strat6,2
English,A,A,Strat6,2
English,A,A,Strat6,5
English,A,A,Strat6,2
English,A,A,Strat6,4
English,A,A,Strat6,2
English,A,A,Strat6,4
English,A,A,Strat6,4
English,A,A,Strat6,3
English,A,A,Strat6,2
English,A,A,Strat6,3
English,A,A,Strat6,5
English,A,A,Strat6,4
English,A,A,Strat6,1
English,A,A,Strat6,3
English,A,A,Strat6,5
English,A,A,Strat6,5
English,A,A,Strat6,4
English,A,A,Strat6,5
English,A,A,Strat6,3
English,A,A,Strat6,2
English,A,A,Strat6,5
English,A,A,Strat6,4
English,A,A,Strat6,2
English,A,A,Strat6,4
English,A,A,Strat6,4
English,A,A,Strat6,4
English,A,A,Strat6,1
English,A,A,Strat6,2
English,A,A,Strat6,5
English,A,A,Strat6,3
English,A,A,Strat6,2
English,A,A,Strat6,4
English,A,A,Strat6,2
English,A,A,Strat6,4
English,A,A,Strat6,1
English,A,A,Strat6,4
English,A,A,Strat6,3
English,A,A,Strat6,4
English,A,A,Strat6,5
English,A,A,Strat6,2
English,A,B,Strat6,2
English,A,B,Strat6,2
English,A,B,Strat6,3
English,A,B,Strat6,4
English,A,B,Strat6,4
English,A,B,Strat6,2
English,A,B,Strat6,5
English,A,B,Strat6,4
English,A,B,Strat6,3
English,A,B,Strat6,4
English,A,B,Strat6,1
English,A,B,Strat6,4
English,A,B,Strat6,3
English,A,B,Strat6,4
English,A,B,Strat6,2
English,A,B,Strat6,4
English,A,B,Strat6,4
English,A,B,Strat6,4
English,A,B,Strat6,4
English,A,B,Strat6,3
English,A,B,Strat6,4
English,A,B,Strat6,2
English,A,B,Strat6,2
English,A,B,Strat6,2
English,A,B,Strat6,5
English,A,B,Strat6,3
English,A,B,Strat6,3
English,A,B,Strat6,4
English,A,B,Strat6,4
English,A,B,Strat6,1
English,A,B,Strat6,5
English,A,B,Strat6,2
English,A,B,Strat6,3
English,A,B,Strat6,4
English,A,B,Strat6,1
English,A,B,Strat6,4
English,A,B,Strat6,4
English,A,B,Strat6,1
English,A,B,Strat6,2
English,A,B,Strat6,3
English,A,B,Strat6,3
English,A,B,Strat6,4
English,A,B,Strat6,1
English,A,B,Strat6,4
English,A,B,Strat6,5
English,A,B,Strat6,5
English,A,B,Strat6,2
English,A,B,Strat6,4
English,A,B,Strat6,5
English,A,B,Strat6,4
English,A,A,Strat7,2
English,A,A,Strat7,2
English,A,A,Strat7,3
English,A,A,Strat7,3
English,A,A,Strat7,1
English,A,A,Strat7,2
English,A,A,Strat7,3
English,A,A,Strat7,1
English,A,A,Strat7,3
English,A,A,Strat7,5
English,A,A,Strat7,5
English,A,A,Strat7,3
English,A,A,Strat7,2
English,A,A,Strat7,4
English,A,A,Strat7,2
English,A,A,Strat7,4
English,A,A,Strat7,2
English,A,A,Strat7,2
English,A,A,Strat7,2
English,A,A,Strat7,3
English,A,A,Strat7,4
English,A,A,Strat7,2
English,A,A,Strat7,1
English,A,A,Strat7,4
English,A,A,Strat7,5
English,A,A,Strat7,5
English,A,A,Strat7,1
English,A,A,Strat7,5
English,A,A,Strat7,2
English,A,A,Strat7,2
English,A,A,Strat7,5
English,A,A,Strat7,2
English,A,A,Strat7,5
English,A,A,Strat7,4
English,A,A,Strat7,2
English,A,A,Strat7,2
English,A,A,Strat7,3
English,A,A,Strat7,3
English,A,A,Strat7,3
English,A,A,Strat7,2
English,A,A,Strat7,2
English,A,A,Strat7,2
English,A,A,Strat7,2
English,A,A,Strat7,4
English,A,A,Strat7,5
English,A,A,Strat7,3
English,A,A,Strat7,5
English,A,A,Strat7,1
English,A,A,Strat7,5
English,A,A,Strat7,4
English,A,B,Strat7,2
English,A,B,Strat7,2
English,A,B,Strat7,4
English,A,B,Strat7,3
English,A,B,Strat7,2
English,A,B,Strat7,1
English,A,B,Strat7,5
English,A,B,Strat7,1
English,A,B,Strat7,3
English,A,B,Strat7,4
English,A,B,Strat7,5
English,A,B,Strat7,2
English,A,B,Strat7,4
English,A,B,Strat7,4
English,A,B,Strat7,4
English,A,B,Strat7,4
English,A,B,Strat7,4
English,A,B,Strat7,4
English,A,B,Strat7,5
English,A,B,Strat7,4
English,A,B,Strat7,4
English,A,B,Strat7,1
English,A,B,Strat7,1
English,A,B,Strat7,2
English,A,B,Strat7,3
English,A,B,Strat7,5
English,A,B,Strat7,2
English,A,B,Strat7,5
English,A,B,Strat7,2
English,A,B,Strat7,2
English,A,B,Strat7,5
English,A,B,Strat7,2
English,A,B,Strat7,5
English,A,B,Strat7,4
English,A,B,Strat7,2
English,A,B,Strat7,5
English,A,B,Strat7,5
English,A,B,Strat7,3
English,A,B,Strat7,5
English,A,B,Strat7,2
English,A,B,Strat7,2
English,A,B,Strat7,2
English,A,B,Strat7,2
English,A,B,Strat7,4
English,A,B,Strat7,5
English,A,B,Strat7,5
English,A,B,Strat7,3
English,A,B,Strat7,1
English,A,B,Strat7,2
English,A,B,Strat7,5
English,A,A,Strat8,2
English,A,A,Strat8,2
English,A,A,Strat8,4
English,A,A,Strat8,2
English,A,A,Strat8,5
English,A,A,Strat8,4
English,A,A,Strat8,5
English,A,A,Strat8,5
English,A,A,Strat8,5
English,A,A,Strat8,4
English,A,A,Strat8,5
English,A,A,Strat8,4
English,A,A,Strat8,4
English,A,A,Strat8,5
English,A,A,Strat8,2
English,A,A,Strat8,4
English,A,A,Strat8,4
English,A,A,Strat8,4
English,A,A,Strat8,4
English,A,A,Strat8,3
English,A,A,Strat8,2
English,A,A,Strat8,4
English,A,A,Strat8,4
English,A,A,Strat8,2
English,A,A,Strat8,5
English,A,A,Strat8,5
English,A,A,Strat8,4
English,A,A,Strat8,2
English,A,A,Strat8,4
English,A,A,Strat8,4
English,A,A,Strat8,5
English,A,A,Strat8,4
English,A,A,Strat8,5
English,A,A,Strat8,3
English,A,A,Strat8,5
English,A,A,Strat8,5
English,A,A,Strat8,5
English,A,A,Strat8,5
English,A,A,Strat8,5
English,A,A,Strat8,3
English,A,A,Strat8,4
English,A,A,Strat8,4
English,A,A,Strat8,3
English,A,A,Strat8,4
English,A,A,Strat8,5
English,A,A,Strat8,5
English,A,A,Strat8,4
English,A,A,Strat8,4
English,A,A,Strat8,5
English,A,A,Strat8,4
English,A,B,Strat8,4
English,A,B,Strat8,4
English,A,B,Strat8,3
English,A,B,Strat8,4
English,A,B,Strat8,3
English,A,B,Strat8,4
English,A,B,Strat8,2
English,A,B,Strat8,4
English,A,B,Strat8,2
English,A,B,Strat8,5
English,A,B,Strat8,5
English,A,B,Strat8,2
English,A,B,Strat8,2
English,A,B,Strat8,4
English,A,B,Strat8,2
English,A,B,Strat8,2
English,A,B,Strat8,4
English,A,B,Strat8,2
English,A,B,Strat8,4
English,A,B,Strat8,2
English,A,B,Strat8,4
English,A,B,Strat8,2
English,A,B,Strat8,2
English,A,B,Strat8,4
English,A,B,Strat8,4
English,A,B,Strat8,5
English,A,B,Strat8,3
English,A,B,Strat8,2
English,A,B,Strat8,4
English,A,B,Strat8,1
English,A,B,Strat8,5
English,A,B,Strat8,4
English,A,B,Strat8,5
English,A,B,Strat8,3
English,A,B,Strat8,2
English,A,B,Strat8,5
English,A,B,Strat8,4
English,A,B,Strat8,2
English,A,B,Strat8,2
English,A,B,Strat8,2
English,A,B,Strat8,2
English,A,B,Strat8,3
English,A,B,Strat8,1
English,A,B,Strat8,4
English,A,B,Strat8,5
English,A,B,Strat8,5
English,A,B,Strat8,3
English,A,B,Strat8,4
English,A,B,Strat8,5
English,A,B,Strat8,2
English,A,A,Strat9,5
English,A,A,Strat9,4
English,A,A,Strat9,4
English,A,A,Strat9,1
English,A,A,Strat9,4
English,A,A,Strat9,4
English,A,A,Strat9,3
English,A,A,Strat9,4
English,A,A,Strat9,5
English,A,A,Strat9,2
English,A,A,Strat9,1
English,A,A,Strat9,3
English,A,A,Strat9,4
English,A,A,Strat9,1
English,A,A,Strat9,4
English,A,A,Strat9,4
English,A,A,Strat9,4
English,A,A,Strat9,4
English,A,A,Strat9,3
English,A,A,Strat9,2
English,A,A,Strat9,5
English,A,A,Strat9,4
English,A,A,Strat9,4
English,A,A,Strat9,3
English,A,A,Strat9,5
English,A,A,Strat9,5
English,A,A,Strat9,2
English,A,A,Strat9,4
English,A,A,Strat9,4
English,A,A,Strat9,4
English,A,A,Strat9,3
English,A,A,Strat9,4
English,A,A,Strat9,2
English,A,A,Strat9,4
English,A,A,Strat9,5
English,A,A,Strat9,4
English,A,A,Strat9,5
English,A,A,Strat9,2
English,A,A,Strat9,3
English,A,A,Strat9,4
English,A,A,Strat9,1
English,A,A,Strat9,4
English,A,A,Strat9,1
English,A,A,Strat9,3
English,A,A,Strat9,5
English,A,A,Strat9,5
English,A,A,Strat9,1
English,A,A,Strat9,4
English,A,A,Strat9,5
English,A,A,Strat9,2
English,A,B,Strat9,4
English,A,B,Strat9,2
English,A,B,Strat9,3
English,A,B,Strat9,3
English,A,B,Strat9,5
English,A,B,Strat9,3
English,A,B,Strat9,5
English,A,B,Strat9,1
English,A,B,Strat9,3
English,A,B,Strat9,4
English,A,B,Strat9,1
English,A,B,Strat9,5
English,A,B,Strat9,4
English,A,B,Strat9,4
English,A,B,Strat9,4
English,A,B,Strat9,3
English,A,B,Strat9,3
English,A,B,Strat9,2
English,A,B,Strat9,4
English,A,B,Strat9,3
English,A,B,Strat9,4
English,A,B,Strat9,2
English,A,B,Strat9,4
English,A,B,Strat9,2
English,A,B,Strat9,5
English,A,B,Strat9,4
English,A,B,Strat9,3
English,A,B,Strat9,4
English,A,B,Strat9,4
English,A,B,Strat9,4
English,A,B,Strat9,3
English,A,B,Strat9,4
English,A,B,Strat9,3
English,A,B,Strat9,4
English,A,B,Strat9,4
English,A,B,Strat9,5
English,A,B,Strat9,5
English,A,B,Strat9,3
English,A,B,Strat9,3
English,A,B,Strat9,4
English,A,B,Strat9,1
English,A,B,Strat9,3
English,A,B,Strat9,2
English,A,B,Strat9,4
English,A,B,Strat9,5
English,A,B,Strat9,5
English,A,B,Strat9,3
English,A,B,Strat9,4
English,A,B,Strat9,4
English,A,B,Strat9,2
English,A,A,Strat10,4
English,A,A,Strat10,4
English,A,A,Strat10,1
English,A,A,Strat10,5
English,A,A,Strat10,5
English,A,A,Strat10,4
English,A,A,Strat10,4
English,A,A,Strat10,5
English,A,A,Strat10,3
English,A,A,Strat10,4
English,A,A,Strat10,5
English,A,A,Strat10,5
English,A,A,Strat10,2
English,A,A,Strat10,2
English,A,A,Strat10,2
English,A,A,Strat10,5
English,A,A,Strat10,4
English,A,A,Strat10,5
English,A,A,Strat10,4
English,A,A,Strat10,3
English,A,A,Strat10,5
English,A,A,Strat10,4
English,A,A,Strat10,2
English,A,A,Strat10,4
English,A,A,Strat10,5
English,A,A,Strat10,2
English,A,A,Strat10,3
English,A,A,Strat10,1
English,A,A,Strat10,4
English,A,A,Strat10,2
English,A,A,Strat10,4
English,A,A,Strat10,4
English,A,A,Strat10,4
English,A,A,Strat10,4
English,A,A,Strat10,4
English,A,A,Strat10,4
English,A,A,Strat10,5
English,A,A,Strat10,3
English,A,A,Strat10,2
English,A,A,Strat10,2
English,A,A,Strat10,2
English,A,A,Strat10,2
English,A,A,Strat10,4
English,A,A,Strat10,3
English,A,A,Strat10,5
English,A,A,Strat10,5
English,A,A,Strat10,3
English,A,A,Strat10,4
English,A,A,Strat10,5
English,A,A,Strat10,3
English,A,B,Strat10,2
English,A,B,Strat10,4
English,A,B,Strat10,4
English,A,B,Strat10,2
English,A,B,Strat10,5
English,A,B,Strat10,3
English,A,B,Strat10,4
English,A,B,Strat10,5
English,A,B,Strat10,4
English,A,B,Strat10,4
English,A,B,Strat10,5
English,A,B,Strat10,5
English,A,B,Strat10,4
English,A,B,Strat10,2
English,A,B,Strat10,2
English,A,B,Strat10,3
English,A,B,Strat10,4
English,A,B,Strat10,5
English,A,B,Strat10,3
English,A,B,Strat10,3
English,A,B,Strat10,4
English,A,B,Strat10,4
English,A,B,Strat10,1
English,A,B,Strat10,3
English,A,B,Strat10,5
English,A,B,Strat10,2
English,A,B,Strat10,3
English,A,B,Strat10,1
English,A,B,Strat10,3
English,A,B,Strat10,2
English,A,B,Strat10,3
English,A,B,Strat10,4
English,A,B,Strat10,2
English,A,B,Strat10,5
English,A,B,Strat10,3
English,A,B,Strat10,1
English,A,B,Strat10,5
English,A,B,Strat10,4
English,A,B,Strat10,4
English,A,B,Strat10,2
English,A,B,Strat10,2
English,A,B,Strat10,2
English,A,B,Strat10,2
English,A,B,Strat10,3
English,A,B,Strat10,5
English,A,B,Strat10,5
English,A,B,Strat10,3
English,A,B,Strat10,5
English,A,B,Strat10,5
English,A,B,Strat10,5
